,open,high,low,close,volume,rsi,ema_12,ema_26,macd,macd_signal,macd_hist,bb_upper,bb_middle,bb_lower,bb_width,atr,adx,obv,vwap,sma_20,sma_50,std_dev,volume_avg,volume_trend,price_change_pct,roc,macd_histogram,ema_12_prev,ema_26_prev,macd_histogram_prev,plus_di,minus_di,donchian_high_20,donchian_low_20,donchian_high_10,donchian_low_10,keltner_middle,keltner_upper,keltner_lower,supertrend,supertrend_direction,tenkan_sen,kijun_sen,senkou_span_a,senkou_span_b,chikou_span,rsi_2,sma_200,sma_5,ema_12_1h,ema_26_1h,trend_1h
2024-06-01 12:00:00,3053.8388689704548,3043.6452626242735,3029.6225633396193,3033.3426081861235,1940.7454892512262,57.83217192660012,3015.599538439013,3029.8809213333975,-17.75718165614535,-4.468128382273587,-13.289053273871762,3089.422744951925,3029.687788429577,2969.9528319072288,3.943307739528591,34.73036990265463,14.273296774915467,4058.837888295776,3014.0494892113393,3029.6877884295773,2966.4267832018522,30.64338612730622,1610.661527204391,28.15246964386433,-0.671163792975138,2.3391769600727974,-13.289053273871762,3012.3735257577205,3029.8809213333975,-13.289053273871762,0.0,0.0,3116.4675805588918,2947.2779974815935,3058.40541295537,2947.2779974815935,3016.261812257748,3091.638591360807,2952.717111750188,3068.4648846951227,0,3002.841705218482,3031.8727890202426,3039.162456603591,2957.4171054718604,2921.150351570639,56.832251748201564,2970.0451067935787,3023.767376891006,3016.328982371015,3009.876655177247,1
2024-06-01 13:00:00,3033.3426081861235,3053.5301199115106,3025.6571531513196,3042.7263630366033,1130.0176000659899,57.83217192660012,3019.7728960694117,3029.8809213333975,-17.75718165614535,-4.468128382273587,-13.289053273871762,3089.422744951925,3029.687788429577,2969.9528319072288,3.943307739528591,34.73036990265463,14.273296774915467,5188.855488361765,3015.3286996740035,3029.6877884295773,2966.4267832018522,30.64338612730622,1610.661527204391,-38.194308127444586,0.30935360961719116,1.7420688250079808,-13.289053273871762,3015.599538439013,3029.8809213333975,-13.289053273871762,0.0,0.0,3116.4675805588918,2947.2779974815935,3058.40541295537,2947.2779974815935,3019.605932618714,3091.638591360807,2952.717111750188,3068.4648846951227,0,3002.841705218482,3031.8727890202426,3039.162456603591,2957.4171054718604,2910.7619167972903,31.404785610234597,2970.0451067935787,3034.1871350132687,3020.3901178580286,3012.3099668705327,1
2024-06-01 14:00:00,3042.7263630366033,3072.742569265089,3036.246851122476,3040.5929569478576,1247.558022869548,57.83217192660012,3022.975982358403,3029.8809213333975,-17.75718165614535,-4.468128382273587,-13.289053273871762,3089.422744951925,3029.687788429577,2969.9528319072288,3.943307739528591,34.73036990265463,14.273296774915467,3941.2974654922173,3017.0703950413613,3029.6877884295773,2966.4267832018522,30.64338612730622,1610.661527204391,-36.90660532007104,-0.07011495067918982,0.8765175233228062,-13.289053273871762,3019.7728960694117,3029.8809213333975,-13.289053273871762,0.0,0.0,3116.4675805588918,2947.2779974815935,3072.742569265089,2947.2779974815935,3022.1778515554975,3091.638591360807,2952.717111750188,3068.4648846951227,0,3010.0102833733413,3031.8727890202426,3039.162456603591,2957.4171054718604,2870.4407995605675,81.47628482256752,2970.0451067935787,3039.471086270687,3023.498246948772,3014.405003172557,1
2024-06-01 15:00:00,3040.5929569478576,3068.671915652236,3059.708686989477,3062.1816053213715,1965.9844189507849,61.30384975984741,3029.007616660398,3029.8809213333975,-17.75718165614535,-4.468128382273587,-13.289053273871762,3089.422744951925,3029.687788429577,2969.9528319072288,3.943307739528591,34.255269102777746,14.273296774915467,5907.281884443002,3020.490521225691,3029.6877884295773,2966.4267832018522,30.64338612730622,1610.661527204391,16.159316021559288,0.7100144175557377,1.1671181929147068,-13.289053273871762,3022.975982358403,3029.8809213333975,-13.289053273871762,0.0,0.0,3116.4675805588918,2947.2779974815935,3072.742569265089,2947.2779974815935,3026.949908950866,3095.460447156421,2958.4393707453105,3068.4648846951227,0,3010.0102833733413,3031.8727890202426,3039.162456603591,2957.4171054718604,2820.52168500167,91.00665546349781,2970.0451067935787,3046.536480492482,3029.449532852249,3017.9440107391356,1
2024-06-01 16:00:00,3062.1816053213715,3061.2456912212083,3053.6660985036656,3060.2781514389953,1009.8988789179356,60.828333152246294,3033.8184681647977,3029.8809213333975,-17.75718165614535,-4.468128382273587,-13.289053273871762,3089.422744951925,3029.687788429577,2969.9528319072288,3.943307739528591,32.416714653844046,14.273296774915467,4897.383005525066,3021.871978095145,3029.6877884295773,2966.4267832018522,30.64338612730622,1610.661527204391,-54.67566284526697,-0.0621600586676041,0.21085861909642123,-13.289053273871762,3029.007616660398,3029.8809213333975,-13.289053273871762,0.0,0.0,3116.4675805588918,2947.2779974815935,3072.742569265089,2947.2779974815935,3030.832264035241,3095.6656933429294,2965.998834727553,3068.4648846951227,0,3028.470778019576,3031.8727890202426,3039.162456603591,2957.4171054718604,2826.489087969611,91.89747319406996,2970.0451067935787,3047.8243369861902,3034.19239725021,3021.079873013199,1
2024-06-01 17:00:00,3060.2781514389953,3055.992806678813,3014.537926175075,3051.783787091593,1224.0361887293175,58.6422737850755,3036.5823633843047,3029.8809213333975,-17.75718165614535,-4.468128382273587,-13.289053273871762,3089.422744951925,3029.687788429577,2969.9528319072288,3.943307739528591,33.36839398313521,14.273296774915467,3673.346816795749,3022.671487069392,3029.6877884295773,2966.4267832018522,30.64338612730622,1610.661527204391,-36.929587341121575,-0.2775683753912461,0.6079490940357868,-13.289053273871762,3033.8184681647977,3029.8809213333975,-13.289053273871762,0.0,0.0,3116.4675805588918,2947.2779974815935,3072.742569265089,2984.198986774062,3033.2220897128313,3099.958877679102,2966.4853017465607,3068.4648846951227,0,3028.470778019576,3031.8727890202426,3039.162456603591,2957.4171054718604,2814.6639455085015,0.0,2970.0451067935787,3051.5125727672844,3036.898764918115,3023.354237019006,1
2024-06-01 18:00:00,3051.783787091593,3083.6989597273523,3053.0820906059625,3065.9379312606725,1439.26989689198,61.14785481408865,3041.0986045960535,3029.8809213333975,-17.75718165614535,-4.468128382273587,-13.289053273871762,3089.422744951925,3029.687788429577,2969.9528319072288,3.943307739528591,33.26459245832267,14.273296774915467,5112.616713687728,3024.7991304397838,3029.6877884295773,2966.4267832018522,30.64338612730622,1610.661527204391,27.367033646903426,0.46379904857443144,0.7628542778623126,-13.289053273871762,3036.5823633843047,3029.8809213333975,-13.289053273871762,0.0,0.0,3116.4675805588918,2947.2779974815935,3083.6989597273523,2984.198986774062,3036.8848501478665,3103.4140350645116,2970.3556652312213,3068.4648846951227,0,3049.1184429512136,3031.8727890202426,3039.162456603591,2957.4171054718604,2803.0781594410905,62.49481796407987,2970.0451067935787,3056.154886412098,3041.366328970816,3026.5085847406112,1
2024-06-01 19:00:00,3065.9379312606725,3116.4675805588918,3070.217206333479,3088.430056215685,1839.067300917296,64.79754733444719,3048.3803663836893,3029.8809213333975,-17.75718165614535,-4.468128382273587,-13.289053273871762,3089.422744951925,3029.687788429577,2969.9528319072288,3.943307739528591,34.49781080402957,14.273296774915467,6951.6840146050245,3028.6188125607973,3029.6877884295773,2966.4267832018522,30.64338612730622,1610.661527204391,47.413368132345354,0.733613186544968,1.5732819205056092,-13.289053273871762,3041.0986045960535,3029.8809213333975,-13.289053273871762,0.0,0.0,3116.4675805588918,2947.2779974815935,3116.4675805588918,3014.537926175075,3042.5607913960184,3111.5564130040775,2973.5651697879593,2989.8489610340966,1,3065.5027533669836,3031.8727890202426,3039.162456603591,2957.4171054718604,2819.5719050794664,99.99999999945425,2970.0451067935787,3065.7223062656635,3048.6069023931036,3031.0953604054316,1
2024-06-01 20:00:00,3088.430056215685,3080.7814239981667,3059.723747967974,3072.882750901299,1360.730177491329,60.56253533360088,3052.1499640017832,3029.8809213333975,-17.75718165614535,-4.468128382273587,-13.289053273871762,3094.2583904802455,3033.3319259746418,2972.405461469038,4.017131391647973,34.08413205000682,14.273296774915467,5590.953837113695,3030.3417344993263,3033.331925974642,2966.4267832018522,31.254616825900644,1627.1860811036215,-30.786319343388826,-0.503404805399299,0.34946149377068636,-13.289053273871762,3048.3803663836893,3029.8809213333975,-13.289053273871762,0.0,0.0,3116.4675805588918,2947.2779974815935,3116.4675805588918,3014.537926175075,3045.8507706980427,3114.0190347980565,2977.682506598029,2989.8489610340966,1,3065.5027533669836,3031.8727890202426,3039.162456603591,2957.4171054718604,2847.019350082663,59.12844854826452,2970.0451067935787,3067.8625353816487,3052.3416483174415,3034.190722664385,1
2024-06-01 21:00:00,3072.882750901299,3086.092597054725,3072.09029995743,3072.303243361417,824.440929323186,60.40406393773432,3055.25046851865,3029.8809213333975,-17.75718165614535,-4.468128382273587,-13.289053273871762,3098.818802331316,3035.914640902377,2973.010479473438,4.144000663354735,32.64971526767027,14.273296774915467,4766.512907790509,3031.455907434539,3035.9146409023774,2966.4267832018522,32.26915394103913,1581.917655773605,-18.364011829923022,-0.01885875859441999,0.3929411421889073,-13.289053273871762,3052.1499640017832,3029.8809213333975,-13.289053273871762,0.0,0.0,3116.4675805588918,2947.2779974815935,3116.4675805588918,3014.537926175075,3048.683335156507,3113.9827656918474,2983.3839046211665,2989.8489610340966,1,3065.5027533669836,3031.8727890202426,3039.162456603591,2957.4171054718604,2841.670965138321,0.0,2970.0451067935787,3070.2675537661335,3055.412662939592,3037.0138723456466,1
2024-06-01 22:00:00,3072.303243361417,3066.4524552026137,3034.1295144309815,3047.3123255006753,1556.0336426755528,53.859013070736474,3054.029215746654,3029.8809213333975,-17.75718165614535,-4.468128382273587,-13.289053273871762,3099.8277135845124,3036.809979644958,2973.7922457054033,4.150258617559083,33.0442876721535,14.273296774915467,3210.4792651149564,3032.228080579257,3036.8099796449587,2966.4267832018522,32.327415409684775,1592.276763948879,27.123173073084118,-0.8134261458318526,-0.14651960633091932,-13.289053273871762,3055.25046851865,3029.8809213333975,-13.289053273871762,0.0,0.0,3116.4675805588918,2947.2779974815935,3116.4675805588918,3014.537926175075,3048.5382440366484,3114.6268193809556,2982.449668692341,2989.8489610340966,1,3065.5027533669836,3031.8727890202426,3039.162456603591,2957.4171054718604,2834.788857981473,0.0,2970.0451067935787,3069.3732614479495,3054.1664571797587,3037.776720727501,1
2024-06-01 23:00:00,3047.3123255006753,3005.657999900517,2976.4366678149872,2987.9140722293055,2897.3436687420844,42.16475657703964,3043.8576552055233,3029.8809213333975,-17.75718165614535,-4.468128382273587,-13.289053273871762,3101.406618270567,3035.3343141110354,2969.262009951504,4.3535437827962795,35.746528387405974,14.273296774915467,313.135596372872,3029.079168887118,3035.334314111036,2966.4267832018522,33.894376869994716,1667.2724351573866,101.30648705977458,-1.9492013593194968,-2.5448610109104375,-13.289053273871762,3054.029215746654,3029.8809213333975,-13.289053273871762,0.0,0.0,3116.4675805588918,2947.2779974815935,3116.4675805588918,2976.4366678149872,3042.189742769305,3113.682799544117,2970.6966859944932,3098.28691901997,0,3046.4521241869397,3031.8727890202426,3039.162456603591,2957.4171054718604,2847.0079530279,0.0,2970.0451067935787,3053.7684896416763,3043.9737825719967,3034.0831912091157,1
2024-06-02 00:00:00,2987.9140722293055,3005.8200777694865,2985.8545592043133,2993.607513196938,1086.5688646683354,43.432601860000524,3036.1268641272795,3029.8809213333975,-17.75718165614535,-4.468128382273587,-13.289053273871762,3101.573435421831,3033.0808859625376,2964.588336503244,4.516368144106229,34.61931340010363,14.273296774915467,1399.7044610412074,3028.154564490789,3033.080885962538,2966.4267832018522,35.13593651218483,1652.9554030466738,-40.91739524016478,0.19054901948316605,-3.0702506222509474,-13.289053273871762,3043.8576552055233,3029.8809213333975,-13.289053273871762,0.0,0.0,3116.4675805588918,2947.2779974815935,3116.4675805588918,2976.4366678149872,3037.150042183276,3106.3886689834835,2967.9114153830687,3098.28691901997,0,3046.4521241869397,3031.8727890202426,3039.162456603591,2957.4171054718604,2817.1144522933373,8.746801007682791,2970.0451067935787,3034.803981037927,3036.2251257450644,3031.0849928378434,1
2024-06-02 01:00:00,2993.607513196938,3026.486532518524,2982.260657917891,3009.128280887152,1677.6460844172059,46.85299144998684,3031.9732359364907,3029.8809213333975,-17.75718165614535,-4.468128382273587,-13.289053273871762,3101.5172783577887,3033.1994966598363,2964.881714961884,4.504667877809157,35.3054963429986,14.273296774915467,3077.3505454584133,3027.2597845463765,3033.1994966598368,2966.4267832018522,35.04628254226818,1617.5849125043428,23.290135852660356,0.5184636804187903,-2.0747446349994147,-13.289053273871762,3036.1268641272795,3029.8809213333975,-13.289053273871762,0.0,0.0,3116.4675805588918,2947.2779974815935,3116.4675805588918,2976.4366678149872,3034.2676839959367,3104.878676681934,2963.6566913099396,3098.28691901997,0,3046.4521241869397,3031.8727890202426,3039.162456603591,2957.4171054718604,2822.994897086685,99.99999999905724,2970.0451067935787,3022.0530870350976,3032.056380382309,3029.4585697303846,1
2024-06-02 02:00:00,3009.128280887152,3023.8385238851142,3001.214402030398,3016.348408732035,1044.6262433137497,48.41557880920171,3029.5694163665744,3028.878512992556,-17.75718165614535,-4.468128382273587,-13.289053273871762,3100.0635396310954,3034.7136759369405,2969.3638122427856,4.306822367614548,34.399683879549855,14.273296774915467,4121.976788772163,3026.93020707236,3034.7136759369414,2966.4267832018522,33.52377273093332,1574.2339725547042,26.707227426387227,0.2399408456841945,-1.8212666588263593,-13.289053273871762,3031.9732359364907,3029.8809213333975,-13.289053273871762,0.0,0.0,3116.4675805588918,2947.2779974815935,3116.4675805588918,2976.4366678149872,3032.43842690088,3101.23779465998,2963.6390591417803,3098.28691901997,0,3046.4521241869397,3031.8727890202426,3039.162456603591,2957.4171054718604,2836.3369956780994,99.99999999912053,2970.0451067935787,3010.862120109221,3029.63976935919,3028.48744669347,1
2024-06-02 03:00:00,3016.348408732035,2979.9929617163743,2948.541021622759,2970.55994842788,2952.0656328339705,40.31947316390635,3020.4910366836984,3024.5586193210984,-17.75718165614535,-4.468128382273587,-13.289053273871762,3099.021607764344,3035.041213950225,2971.060820136106,4.21611367384669,36.78594839595884,14.273296774915467,1169.9111559381922,3023.0103870832204,3035.0412139502255,2966.4267832018522,32.821249505548955,1646.1170790548483,89.71733977152209,-1.5180096626636885,-2.5186908617968684,-13.289053273871762,3029.5694163665744,3028.878512992556,-13.289053273871762,0.0,0.0,3116.4675805588918,2948.541021622759,3116.4675805588918,2948.541021622759,3026.1646182674112,3099.736515059329,2952.5927214754934,3074.6248368574434,0,3032.5043010908257,3031.8727890202426,3039.162456603591,2957.4171054718604,2852.6696384747743,13.620675624402026,2970.0451067935787,2995.511644694662,3020.5505661389884,3024.1965208960187,0
2024-06-02 04:00:00,2970.55994842788,2969.0514462141346,2943.182724247119,2963.1226880329805,1448.4505909280422,39.17362664704815,3011.6651368912803,3020.0078095960525,-17.75718165614535,-4.468128382273587,-13.289053273871762,3102.4109053206676,3033.665969730609,2964.9210341405505,4.532136120191446,36.11389666630185,15.064474615675392,-278.53943498984995,3021.0234138262954,3033.66596973061,2966.4267832018522,35.26540786539204,1627.1226560658665,-50.00763607870847,-0.25036560527369467,-0.8297221271101662,-13.289053273871762,3020.4910366836984,3024.5586193210984,-13.289053273871762,0.0,0.0,3116.4675805588918,2943.182724247119,3116.4675805588918,2943.182724247119,3019.8119242105117,3092.0397175431153,2947.584130877908,3064.4587752295324,0,3014.637660650922,3029.8251524030056,3039.162456603591,2957.4171054718604,2809.653734148189,0.0,2970.0451067935787,2990.553367855397,3011.715507968833,3019.6725332765345,0
2024-06-02 05:00:00,2963.1226880329805,2941.197587060197,2902.869670611908,2911.8740937035336,3193.4405791708778,32.3509823874464,2996.31266870855,3011.997904715125,-17.75718165614535,-4.468128382273587,-13.289053273871762,3115.2220804917856,3028.551014382748,2941.87994827371,5.72359954958212,37.83811957735689,16.490056791064802,-3471.9800141607275,3014.5178845785617,3028.5510143827487,2966.4267832018522,44.461318789961396,1687.928707912355,193.90135158581452,-1.7295468235730471,-2.730265044201452,-13.289053273871762,3011.6651368912803,3020.0078095960525,-13.289053273871762,0.0,0.0,3116.4675805588918,2902.869670611908,3086.092597054725,2902.869670611908,3008.9949311587757,3084.6711703134893,2933.318692004062,3035.547987568123,0,2994.4811338333166,3009.6686255854,3039.162456603591,2957.4171054718604,2793.4304913086958,0.0,2970.0451067935787,2974.2066839567165,2996.3552903895566,3011.6874636785346,0
