,open,high,low,close,volume,rsi,ema_12,ema_26,macd,macd_signal,macd_hist,bb_upper,bb_middle,bb_lower,bb_width,atr,adx,obv,vwap,sma_20,sma_50,std_dev,volume_avg,volume_trend,price_change_pct,roc,macd_histogram,ema_12_prev,ema_26_prev,macd_histogram_prev,plus_di,minus_di
2024-06-03 11:00:00,46488.27221362769,47066.870160812214,46753.70329430074,47062.370485248415,2644.6976676637,44.54013213901658,46901.409786819575,47474.659980470504,-572.4503730967554,-622.3620511444246,49.911678047669284,47834.9619126309,47019.12673221687,46203.291551802846,3.4702268507042535,550.9998612029033,25.679225696670724,-7998.150438437264,48925.62119042785,47019.12673221687,48783.749908017286,418.514616988643,1725.8570222425465,-8.736327505800457,1.2349314015856816,0.5014317172071348,49.911678047669284,46872.144205287055,47507.64314008827,0.28627832824588495,0.0,0.0
2024-06-03 12:00:00,47062.370485248415,47018.45199072949,46752.99413955911,46890.44998853436,1209.2344159840736,42.73715463460648,46899.723664006466,47431.385166253014,-530.9847310084006,-604.0865871172198,73.10185610881922,47696.100745954885,46971.615232009775,46247.129718064665,3.084780075654688,533.7410386662178,25.37004444958338,-9207.384854421338,48901.71815174198,46971.61523200978,48712.6073630505,371.65322685371285,1658.2139311725696,-33.961326691921826,-0.3653035215638867,0.7158405432166504,73.10185610881922,46901.409786819575,47474.659980470504,49.911678047669284,0.0,0.0
2024-06-03 13:00:00,46890.44998853436,47033.449054578035,46572.07764045767,46718.18315215508,1198.931436944759,40.94846441869568,46871.79435449087,47378.55538743095,-506.1883803539531,-584.5069457645665,78.31856541061336,47689.62352554259,46957.08965211614,46224.55577868969,3.120013948281139,528.5717797700856,25.32517708754713,-10406.316291366096,48877.270258153476,46957.08965211615,48629.02473643678,375.7819481535081,1582.3157604389876,-27.096988976087356,-0.36738149542477894,1.0230408136050029,78.31856541061336,46899.723664006466,47431.385166253014,73.10185610881922,0.0,0.0
2024-06-03 14:00:00,46718.18315215508,47498.9049813601,46785.55206201958,47163.99699046701,2075.0893426776415,47.11700111480467,46916.748606179506,47362.662172841025,-445.4290144732586,-556.6913595063049,111.26234503304636,47695.11854568097,46959.88192833148,46224.64531098199,3.131339292852485,546.5824975868669,24.332650215911293,-8331.226948688454,48843.570897670725,46959.88192833149,48561.19047351741,377.16842653164423,1622.949334076052,91.55434524172288,0.9542619345019654,1.8750332771062306,111.26234503304636,46871.79435449087,47378.55538743095,78.31856541061336,0.0,0.0
2024-06-03 15:00:00,47163.99699046701,47430.22278726612,47250.16127294441,47290.21681365187,1136.908139871042,48.74933562529636,46974.20525348295,47357.29584993813,-382.6805907574235,-521.8892057565287,139.20861499910518,47727.49357469555,46978.83948109032,46230.185387485086,3.187197052437099,526.55701895917,23.411018120820874,-7194.318808817412,48827.4993269947,46978.83948109033,48492.752688778244,384.05144661969024,1620.352060634716,-7.626857050130775,0.2676190128889422,1.7250471179892424,139.20861499910518,46916.748606179506,47362.662172841025,111.26234503304636,0.0,0.0
2024-06-03 16:00:00,47290.21681365187,47955.41722194769,47695.69583497498,47786.57075623252,2402.8821513344824,54.67430549866887,47099.18456159827,47389.09399114512,-289.5625016487538,-475.4238649349737,185.8613632862199,47848.32051707897,47032.26955270103,46216.218588323085,3.4701747210541702,536.4601181975024,21.897706674005537,-4791.436657482929,48805.31467774808,47032.269552701044,48434.95311825361,418.6253118248321,1659.0269798357403,-9.143408688481024,1.0495911755628917,1.538809591435908,185.8613632862199,46974.20525348295,47357.29584993813,139.20861499910518,0.0,0.0
2024-06-03 17:00:00,47786.57075623252,48083.83344999357,47543.69865135677,47911.448179790284,1014.2873335898604,56.05092378764387,47224.14819516627,47427.786894007724,-203.34514446614048,-421.0081208412071,217.6629763750666,47979.18799523081,47078.198707457654,46177.2094196845,3.82762855211123,536.7225953717383,20.44329124679235,-3777.149323893069,48796.54737490939,47078.19870745767,48372.454880075624,462.1977523575983,1629.0175716502658,-16.121529441879602,0.2613232579395275,2.177411800282525,217.6629763750666,47099.18456159827,47389.09399114512,185.8613632862199,0.0,0.0
2024-06-03 18:00:00,47911.448179790284,47500.89728401275,47173.156778300836,47484.22471311509,1520.9172043007034,50.41010062083178,47264.1599671584,47431.967473200864,-167.5591138787422,-370.3183194487141,202.75920556997187,47983.800009488754,47079.893818044526,46175.9876266003,3.8398820309054478,551.1203672372891,19.712192344928468,-5298.066528193773,48777.47330724364,47079.893818044526,48302.0466571916,463.69409236980624,1624.7329583348212,26.856061775847806,-0.8916939122190937,1.6397075170177633,202.75920556997187,47224.14819516627,47427.786894007724,217.6629763750666,0.0,0.0
2024-06-03 19:00:00,47484.22471311509,47062.05433384923,46791.43731961785,46994.59136455979,2040.4753315070757,44.84042384138343,47222.687874450916,47399.56924293115,-176.67119049554458,-331.58889365808017,154.9177031625356,47956.736365786455,47061.56424865725,46166.39213152804,3.804259936620144,561.2394405415711,19.604210404883705,-7338.541859700848,48744.896831067665,47061.564248657254,48224.67722211894,459.2136067824605,1657.3777610924994,-1.6680732949021282,-1.0311495059959541,-0.3591842013336066,154.9177031625356,47264.1599671584,47431.967473200864,202.75920556997187,0.0,0.0
2024-06-03 20:00:00,46994.59136455979,46529.85330726219,45926.76832654851,46428.82151542013,2200.6512369998204,39.420556325306535,47100.55458844618,47327.66200385626,-226.9295724999538,-310.65702942645487,83.72745692650108,47952.28273827203,47020.68127611036,46089.07981394869,3.9625179256387604,597.423983217979,20.5463064197241,-9539.193096700668,48698.70391428635,47020.681276110365,48131.274342007106,477.90146647514473,1705.5522161157096,93.56455986403944,-1.203904178569637,-1.8215084562333117,83.72745692650108,47222.687874450916,47399.56924293115,154.9177031625356,0.0,0.0
2024-06-03 21:00:00,46428.82151542013,46862.485369801994,46474.3678639277,46689.38488389744,1349.6288954070717,42.84679635592038,47037.297710823295,47280.382217192644,-242.93402390693518,-297.11242832255095,54.17840441561577,47903.05667771688,46982.64389278197,46062.23110784706,3.91809701912631,585.7268311582565,20.768314006141143,-8189.564201293597,48675.57358302932,46982.64389278198,48035.58535427983,472.16179616301724,1690.985446585621,-43.83291354269988,0.5612103860761719,-2.296012990620344,54.17840441561577,47100.55458844618,47327.66200385626,83.72745692650108,0.0,0.0
2024-06-03 22:00:00,46689.38488389744,47230.64385705522,46983.28055469499,47149.603938324624,1976.535028799752,48.39808999603958,47054.575591977344,47270.694937276494,-215.99201398479636,-280.88834545500004,64.89633147020368,47915.651154648076,46992.52871278709,46069.406270926105,3.928805140506497,582.5505555867941,20.304848776755883,-6213.029172493845,48649.97801228322,46992.5287127871,47954.283182745894,473.5518208372462,1672.3627655746986,94.86933961841115,0.9857038287645281,-1.590108983153249,64.89633147020368,47037.297710823295,47280.382217192644,54.17840441561577,0.0,0.0
2024-06-03 23:00:00,47149.603938324624,47895.79086268957,47805.4650576022,47866.72114823754,2420.815493971732,55.63000385949168,47179.52106217122,47314.84502697731,-135.21622292471147,-251.75392094894232,116.53769802423085,48032.201924465815,47033.369022626735,46034.536120787656,4.247337252658055,594.2388676423767,18.883811327730815,-3792.2136785221132,48634.28158071514,47033.36902262674,47887.51652459017,512.3904673197402,1725.3455604812377,59.16813138324577,1.520940050421138,0.8055231762409187,116.53769802423085,47054.575591977344,47270.694937276494,64.89633147020368,0.0,0.0
2024-06-04 00:00:00,47866.72114823754,48325.505806223395,47788.09739795229,48205.12526962791,1970.6084796371601,58.580039925796825,47337.306324856865,47380.7917116181,-43.39422055391333,-210.08198086993653,166.6877603160232,48199.006995002885,47080.01112304304,45961.0152510832,4.753592215751017,590.1795491158573,18.148244231723055,-1821.605198884953,48625.9186320532,47080.011123043056,47835.848254815835,574.0327703520263,1763.2085317276737,-3.4240478574329325,0.7069715937767507,2.5759004811371167,166.6877603160232,47179.52106217122,47314.84502697731,116.53769802423085,0.0,0.0
2024-06-04 01:00:00,48205.12526962791,48833.07745673757,48481.22579858169,48670.25471867647,1575.4727656867299,62.2911520499843,47542.37530852142,47476.30748991872,66.14495923966024,-154.83659284801718,220.98155208767741,48440.94641669341,47136.29916024789,45831.65190380236,5.535637203973755,592.877594686843,18.08259856315861,-246.13243319822323,48626.36377356326,47136.299160247894,47813.2819917796,669.2699211102903,1771.23623531555,-28.40879376076899,0.9648962562526897,4.8276762797261785,220.98155208767741,47337.306324856865,47380.7917116181,166.6877603160232,0.0,0.0
2024-06-04 02:00:00,48670.25471867647,48912.347113730335,48176.75907886168,48459.477185762,1707.2039154898775,59.68157664356223,47683.46790501997,47549.134874796,134.39830307062948,-96.98961366428784,231.38791673491733,48634.429171168485,47217.894907745824,45801.36064432316,5.9999890558030256,603.0711975569726,17.539633083833625,-1953.3363486881008,48624.89102045058,47217.89490774584,47784.602364429185,726.6667446291779,1711.703200553447,26.494321609419536,-0.433072590502781,3.7912093000716407,231.38791673491733,47542.37530852142,47476.30748991872,220.98155208767741,0.0,0.0
2024-06-04 03:00:00,48459.477185762,48208.77202159169,47543.75577817974,48027.636239945066,1989.4289691804142,54.63178921683192,47736.41687962383,47584.5794203626,151.89269013148441,-47.21315290513339,199.1058430366178,48715.76791995641,47291.41797698583,45867.068034015254,6.023714254724741,625.403355415922,16.43912002440772,-3942.765317868515,48614.18174646853,47291.417976985846,47742.112328932366,730.6761036408187,1719.6196286425966,0.6523507143959995,-0.8911382682927793,1.8622262506573284,199.1058430366178,47683.46790501997,47549.134874796,231.38791673491733,0.0,0.0
2024-06-04 04:00:00,48027.636239945066,48772.58608744776,48369.1715346629,48369.87656223337,1471.9155443231296,57.687377221370404,47833.872215409916,47642.74957901969,191.1693702035118,0.4633517165956462,190.70601848691615,48810.90732042557,47397.65794816036,45984.408575895155,5.963372172569803,633.942390564977,15.832636424114355,-2470.8497735453857,48612.94396914752,47397.65794816038,47704.0603905997,724.9816310202228,1710.9875650531449,-39.19753289796495,0.7125903939525058,1.0511591392224462,190.70601848691615,47736.41687962383,47584.5794203626,199.1058430366178,0.0,0.0
2024-06-04 05:00:00,48369.87656223337,49032.21967482511,48352.67724598352,48546.33394165151,1116.8306496013563,59.21269891015771,47943.48171175478,47709.68175402946,233.83950172118057,47.138581717512636,186.70092000366793,48912.947550644036,47510.178003057896,46107.408455471756,5.905132780162827,637.1995361561636,15.576297697539433,-1354.0191239440294,48613.20399744274,47510.17800305791,47684.80041995677,719.6055943933435,1712.6645903261565,-43.325594041542246,0.364808413747153,0.7078265435783049,186.70092000366793,47833.872215409916,47642.74957901969,190.70601848691615,0.0,0.0
2024-06-04 06:00:00,48546.33394165151,48639.224493844034,47964.674579219085,48602.658735186036,1132.965187164779,59.71194226939007,48044.89356151343,47775.828197078095,269.09882473952894,91.53063032191591,177.56819441761303,49013.35954384113,47615.89732913581,46218.4351144305,5.86972962011248,639.8674203325055,14.778213931681396,-221.0539367792503,48611.41207182086,47615.89732913583,47669.146031982826,716.8829900719162,1707.7739595067578,-28.087288346686655,0.11602275385453886,-0.1388856168539787,177.56819441761303,47943.48171175478,47709.68175402946,186.70092000366793,0.0,0.0
2024-06-04 07:00:00,48602.658735186036,48929.84538981882,48726.98540877117,48768.1388756753,1197.8092164266525,61.21402214932421,48156.16207138449,47849.332691789,306.8576921605709,134.5960426896469,172.26164947092397,49159.97219856902,47701.18574865715,46242.39929874529,6.116352987946144,617.5330799253827,14.401371178787992,976.7552796474022,48613.164176809834,47701.18574865717,47673.88411159515,748.3416589616959,1635.4295369449057,-29.837952832778946,0.340475490015657,0.6369480395549632,172.26164947092397,48044.89356151343,47775.828197078095,177.56819441761303,0.0,0.0
2024-06-04 08:00:00,48768.1388756753,48959.89308129162,48592.6805057771,48909.06177085956,1186.0652554178241,62.49638288989101,48271.992794380654,47927.83114209052,344.1856090759684,176.5139559669112,167.6716531090572,49301.330923355774,47802.11633777341,46302.90175219105,6.2725866569956725,599.6530438960357,13.849175249868264,2162.820535065226,48614.975391390835,47802.116337773434,47670.45199900121,769.0808549682704,1634.2710789165933,-40.38162338078107,0.28896508752058736,1.8352465370373716,167.6716531090572,48156.16207138449,47849.332691789,172.26164947092397,0.0,0.0
2024-06-04 09:00:00,48909.06177085956,49461.569542354315,49041.00542394562,49428.798824078716,1847.342780172347,66.84960638193101,48449.962952795744,48039.013933348906,410.96929057331,223.40502288819096,187.56426768511903,49508.76358824468,47937.6471213696,46366.53065449452,6.554833460629769,596.2855244388013,13.96457190282124,4010.163315237573,48624.30918596576,47937.64712136961,47685.61438919028,805.9657418088233,1666.6916460779726,25.506031055732905,1.062660035586327,2.1892184497988687,187.56426768511903,48271.992794380654,47927.83114209052,167.6716531090572,0.0,0.0
2024-06-04 10:00:00,49428.798824078716,50358.99422433672,49826.11003727171,49958.52249981843,2190.0901750663943,70.59585619020203,48682.04903695308,48181.19975308739,500.8664363573189,278.89730558201654,221.96913077530235,49834.47150971921,48077.373396837174,46320.27528395514,7.3094596844079165,620.1362298544585,14.999409188384456,6200.253490303967,48646.604251593264,48077.37339683719,47701.250764341705,901.3723131534879,1672.44168769741,96.09868119648483,1.0716903674415468,2.9089499525633444,221.96913077530235,48449.962952795744,48039.013933348906,187.56426768511903,0.0,0.0
2024-06-04 11:00:00,49958.52249981843,50647.01869110244,50167.242165529766,50191.559443054175,1496.7523104634172,72.09011611262028,48914.28140712248,48330.11528567752,584.180635091725,339.95397148395824,244.22666360776674,50164.92587395991,48222.44052830729,46279.955182654674,8.056354362705264,625.0190842422841,16.21802295611378,7697.005800767384,48664.487229767576,48222.4405283073,47713.77994299112,996.4739569412541,1690.433896227029,32.10929403832854,0.4664608390622327,3.2691641758228585,244.22666360776674,48682.04903695308,48181.19975308739,221.96913077530235,0.0,0.0
2024-06-04 12:00:00,50191.559443054175,50622.28374315723,50317.96581545584,50547.490330133434,1418.5436181796856,74.24308173584629,49165.544318354936,48494.365288970555,671.1913101624159,406.2014392196498,264.9898709427661,50537.68594060771,48360.48650700234,46183.28707339696,9.004042725211745,611.1408853751965,17.349592883291013,9115.54941894707,48682.68592666777,48360.486507002344,47740.24882902744,1116.8797435257995,1641.2169695692894,18.428176935516994,0.7091449060933952,3.6485941343676,264.9898709427661,48914.28140712248,48330.11528567752,244.22666360776674,0.0,0.0
2024-06-04 13:00:00,50547.490330133434,50805.40326391093,50663.8461554256,50771.02396084814,1456.542588760363,75.52024945250332,49412.54118643081,48663.006672072595,749.5449057857841,474.87013253287665,274.6747732529074,50907.67758215416,48503.465296055234,46099.25300995631,9.913569149849833,585.910317403932,18.574298080297144,10572.092007707433,48703.53311641702,48503.465296055234,47779.77700190426,1233.3348796779499,1663.3297323278143,22.804591240408257,0.4422249833864633,3.8069881583742804,274.6747732529074,49165.544318354936,48494.365288970555,264.9898709427661,0.0,0.0
2024-06-04 14:00:00,50771.02396084814,50706.9644079392,50544.093340433974,50599.23408505431,1494.8895446361387,72.54317320309643,49595.10932468058,48806.43092488606,788.6871925409287,537.6335445344871,251.05364800644156,51179.90673598592,48659.215764652196,46138.52479331847,10.360590205668064,560.2689104760918,19.47496317354986,9077.202463071295,48723.162076635,48659.215764652196,47812.83651779499,1293.0871844429491,1662.0283493445863,-19.07892998089539,-0.3383620466790416,2.3679217153167675,251.05364800644156,49412.54118643081,48663.006672072595,274.6747732529074,0.0,0.0
2024-06-04 15:00:00,50599.23408505431,51343.61247540647,50862.13476881715,50921.68971810421,1361.3108303091783,74.5696254958749,49799.19861597652,48963.11676142074,836.0892945719752,597.3246945419847,238.76460002999045,51438.05490445292,48855.57068232941,46273.0864602059,10.571913032867583,573.4195876100969,20.91865681951967,10438.513293380473,48744.630468569325,48855.57068232942,47858.64336111128,1324.7864532501376,1628.0701242846912,-37.84224751074877,0.6372737431318942,1.9279337540242025,238.76460002999045,49595.10932468058,48806.43092488606,251.05364800644156,0.0,0.0
2024-06-04 16:00:00,50921.68971810421,50490.59995333931,49904.646632683514,50371.875643003325,2410.7312836235674,65.66978536553567,49887.30277398064,49067.469271167596,819.8397982113675,641.8277152758612,178.0120829355062,51460.16224399043,49052.72338870857,46645.284533426704,9.815719450292667,605.1069803108538,20.595423950058166,8027.782009756906,48769.00051078291,49052.72338870858,47892.36409011446,1234.9900747439087,1638.5741266158784,61.064143129812074,-1.0797247266235321,0.35925602222766084,178.0120829355062,49799.19861597652,48963.11676142074,238.76460002999045,0.0,0.0
2024-06-04 17:00:00,50371.875643003325,51136.75375481197,50717.50954602034,50813.604750891915,1931.7841306384607,68.8830206221779,50029.81077042853,49196.81264003606,833.0034572679724,680.0628636742834,152.94059359368896,51523.60583802674,49258.934382058294,46994.26292608985,9.194967306451984,616.5192039892676,20.940779621042733,9959.566140395367,48796.0524175719,49258.9343820583,47938.38221286654,1161.7519442045837,1667.6818883774479,36.1808058547667,0.8769359930514087,0.5264641607732656,152.94059359368896,49887.30277398064,49067.469271167596,178.0120829355062,0.0,0.0
2024-06-04 18:00:00,50813.604750891915,50415.410510375434,50224.72893745486,50345.43477631043,2272.7106509338723,62.234438976609674,50078.368309794976,49281.89576124157,796.4770559096069,703.3457021213482,93.1313537882587,51509.86080559454,49418.72592395759,47327.59104232064,8.46292510597969,614.5446760926807,20.53096167415933,7686.855489461495,48818.71506346697,49418.725923957594,47988.47730853923,1072.7295599249012,1682.4906694841538,56.03461707687758,-0.9213476919746943,-0.8382521196852455,93.1313537882587,50029.81077042853,49196.81264003606,152.94059359368896,0.0,0.0
2024-06-04 19:00:00,50345.43477631043,50689.70276293656,50339.620492265065,50475.818073326285,1081.4968442693298,63.296922939219414,50139.51442726133,49370.33445102562,769.1837901524923,716.513319727577,52.670470424915266,51560.776212450386,49549.18077021202,47537.585327973655,8.119591125299479,595.6545042768819,20.432657352502698,8768.352333730825,48830.475876829856,49549.18077021203,48057.8197750052,1031.9266884448543,1615.5247369990338,-27.65372878886715,0.25897739804048303,-0.24390885348297697,52.670470424915266,50078.368309794976,49281.89576124157,93.1313537882587,0.0,0.0
2024-06-04 20:00:00,50475.818073326285,50161.905092469344,49997.11516271965,50150.733473563196,1971.1106786320368,58.85121434879312,50141.240434384694,49428.141786028405,713.1018755166442,715.8310308853904,-2.7291553687462056,51575.12351572106,49646.46118040879,47717.79884509652,7.769586348979687,587.3008190147212,19.83949987506122,6797.241655098788,48846.4823172515,49646.46118040879,48118.67141515325,989.3829022563875,1615.5498469487777,44.795048621214725,-0.6440402794281375,-1.5140036570053472,-2.7291553687462056,50139.51442726133,49370.33445102562,52.670470424915266,0.0,0.0
2024-06-04 21:00:00,50150.733473563196,50732.54406825099,50367.48011143352,50388.36280851147,1557.7000919059299,61.00713080001149,50179.25926117343,49499.269269175296,679.9927226722793,708.6633692427682,-28.670646570488884,51632.28954216381,49732.36658490054,47832.44362763727,7.64058936958014,586.9086601342262,19.889240138558904,8354.941747004717,48862.71580710907,49732.36658490055,48188.21735615399,974.6399123915032,1614.6612132597377,-35.384748085047754,0.4738302283725071,0.032730894567034596,-28.670646570488884,50141.240434384694,49428.141786028405,-2.7291553687462056,0.0,0.0
2024-06-04 22:00:00,50388.36280851147,50656.35600945154,50308.992111505686,50389.803845220114,1029.9347075346805,61.020468200634504,50211.65073564215,49565.23479332677,646.4182528858146,696.2143459713775,-49.796093085562916,51655.03759346351,49828.882917873445,48002.72824228338,7.329703451710447,569.798319977914,19.845450891243335,9384.876454539397,48872.98779589205,49828.882917873445,48261.65404657803,936.7975823576132,1580.7977528619779,-46.68479302631584,0.0028598601508944554,-0.8340303895963297,-49.796093085562916,50179.25926117343,49499.269269175296,-28.670646570488884,0.0,0.0
2024-06-04 23:00:00,50389.803845220114,49786.304703296475,49724.43061278675,49765.939402333366,2259.530787595377,52.627782693690996,50143.07976128695,49580.10180140133,562.9799149836763,669.5674597738373,-106.58754479016102,51545.681010014916,49915.79807599286,48285.91514197081,6.530529398891656,576.6250994390174,18.94335608976629,7125.34566694402,48885.37603078635,49915.79807599286,48317.11553293154,836.1123033701678,1594.3028437827259,-0.5799182281774118,-1.2380767442616847,-1.151038572914942,-106.58754479016102,50211.65073564215,49565.23479332677,-49.796093085562916,0.0,0.0
2024-06-05 00:00:00,49765.939402333366,50390.28169498569,49659.79179027657,49948.69603435467,1106.1778090993328,54.597799415054524,50113.174572528136,49607.405077916395,505.7711489254798,636.8081976041658,-131.037048678686,51462.33349601531,49994.739049598924,48527.14460318254,5.87099552599088,587.6154426725964,18.775910539658422,8231.523476043352,48892.95194580351,49994.73904959893,48367.08300359108,752.8600658322844,1576.0159570215362,2.2821115901339173,0.3672323565396818,-1.0443060837684093,-131.037048678686,50143.07976128695,49580.10180140133,-106.58754479016102,0.0,0.0
2024-06-05 01:00:00,49948.69603435467,49807.98317942931,49453.15843178398,49733.21566536436,1684.22114718145,51.85942310579307,50054.7193560414,49616.72438069032,437.9963751550167,597.045833114336,-159.04945795931928,51370.84051725089,50054.08313578457,48737.32575431825,5.261338532140431,581.0384540938885,18.32125843694428,6547.302328861902,48900.86040099336,50054.083135784575,48414.52366185225,675.4822841669261,1604.3854819005408,-14.554714484611786,-0.4314033920767346,-0.8325258262053659,-159.04945795931928,50113.174572528136,49607.405077916395,-131.037048678686,0.0,0.0
2024-06-05 02:00:00,49733.21566536436,50216.11722718373,50039.840169389914,50100.06005974121,1834.8447818894044,55.91341870461625,50061.6948489183,49652.52702358298,409.1690097847968,559.4704684484282,-150.30145866363137,51264.965575075876,50128.95320201233,48992.940828948784,4.532360244929044,574.0286760742798,18.343180222552633,8382.147110751306,48914.30436447647,50128.95320201233,48471.595243719916,582.7620512330063,1639.479461636772,17.79191587800275,0.7376245221004885,-0.5721613735811926,-150.30145866363137,50054.7193560414,49616.72438069032,-159.04945795931928,0.0,0.0
2024-06-05 03:00:00,50100.06005974121,50199.07827786612,49923.2190025958,50115.62383141234,862.6374222270754,56.082395966428955,50069.991615455845,49686.8304908296,383.1621268527306,524.2088001292886,-141.04667327655807,51146.084978311876,50196.32744979918,49246.569921286486,3.7841713797191137,552.7308617311403,18.182405629311653,9244.784532978381,48920.31962893719,50196.32744979918,48524.905069338856,487.2153319928062,1622.7208719267933,-16.243484570789825,0.03106537527612918,-0.544118041518793,-141.04667327655807,50061.6948489183,49652.52702358298,-150.30145866363137,0.0,0.0
